OrderDetailID,OrderID,ProductID,Quantity,TotalAmount
13331,3826,25,1,15319.19
13332,3826,190,5,42074.05
13333,3827,174,5,93561.05
13334,3827,112,3,28482.81
13335,3827,88,5,11752.55
13336,3827,38,6,88898.58
13337,3828,158,3,49319.91
13338,3828,132,1,8532.52
13339,3828,158,3,49319.91
13340,3828,98,4,46487.84
13341,3829,148,6,12781.74
13342,3829,236,1,14113.25
13343,3830,85,5,69427.95
13344,3831,56,1,13275.74
13345,3831,240,6,99122.1
13346,3831,191,6,105363.84
13347,3832,80,3,1383.63
13348,3832,195,6,74233.32
13349,3832,139,4,5061.84
13350,3832,225,6,89929.62
13351,3833,1,5,90928.95
13352,3833,219,3,16509.72
13353,3833,123,3,51080.19
13354,3833,80,1,461.21
13355,3833,17,1,8209.58
13356,3834,56,6,79654.44
13357,3835,218,1,10427.23
13358,3835,182,4,78056.84
13359,3835,20,3,21121.59
13360,3835,138,2,17049.72
13361,3836,154,5,74245.75
13362,3836,237,2,11778.84
13363,3836,227,2,17601.12
13364,3836,110,4,56006.52
13365,3836,232,3,58473.03
13366,3836,198,1,18231.35
13367,3837,180,3,18086.7
13368,3838,235,1,14716.86
13369,3838,82,2,19699.86
13370,3838,156,4,30484.16
13371,3838,15,2,16026.64
13372,3838,51,1,438.81
13373,3838,161,3,33408.33
13374,3839,113,5,41386.55
13375,3840,150,1,5584.68
13376,3840,159,5,53379.55
13377,3840,79,1,19500.38
13378,3840,241,4,31472.44
13379,3840,3,3,36360.15
13380,3840,76,5,44410.45
13381,3841,215,5,28180.2
13382,3841,45,3,17150.85
13383,3841,229,2,39813.02
13384,3841,175,5,99436.1
13385,3842,231,3,47054.4
13386,3842,233,2,3617.62
13387,3843,122,5,62090.05
13388,3843,220,5,88556.85
13389,3844,236,6,84679.5
13390,3844,148,6,12781.74
13391,3845,29,1,17391.14
13392,3845,84,5,60839.35
13393,3845,217,2,36233.3
13394,3846,81,6,80471.82
13395,3846,233,1,1808.81
13396,3846,120,6,16457.52
13397,3846,121,3,46630.71
13398,3846,7,2,6776.56
13399,3846,211,1,7443.19
13400,3847,79,5,97501.9
13401,3847,175,2,39774.44
13402,3847,47,1,5149.61
13403,3847,169,1,3591.27
13404,3847,56,3,39827.22
13405,3848,236,2,28226.5
13406,3849,212,4,77433.76
13407,3849,185,6,46061.88
13408,3849,2,5,47244.05
13409,3849,154,3,44547.45
13410,3849,215,5,28180.2
13411,3849,24,5,18899.25
13412,3850,166,6,23044.8
13413,3850,93,4,58614.8
13414,3850,150,4,22338.72
13415,3850,12,2,17432.96
13416,3850,100,6,14320.38
13417,3851,170,5,57374.75
13418,3851,217,2,36233.3
13419,3851,47,6,30897.66
13420,3851,146,4,61796.6
13421,3852,81,5,67059.85
13422,3852,228,6,4003.5
13423,3853,41,1,17712.49
13424,3853,163,1,11276.33
13425,3853,159,2,21351.82
13426,3853,27,5,89744.65
13427,3853,68,6,16344.3
13428,3854,196,5,21279.7
13429,3854,103,2,30253.48
13430,3855,120,1,2742.92
13431,3855,202,4,64906.04
13432,3855,235,3,44150.58
13433,3855,188,1,9970.15
13434,3856,121,5,77717.85
13435,3856,9,5,19965.5
13436,3856,93,4,58614.8
13437,3857,228,4,2669.0
13438,3857,180,6,36173.4
13439,3858,11,6,51366.0
13440,3859,192,6,37215.3
13441,3859,175,1,19887.22
13442,3860,158,5,82199.85
13443,3860,186,1,16511.43
13444,3861,87,3,9317.49
13445,3862,148,6,12781.74
13446,3862,170,3,34424.85
13447,3862,27,4,71795.72
13448,3862,16,6,28414.56
13449,3862,247,5,3010.8
13450,3863,59,5,89521.3
13451,3863,186,1,16511.43
13452,3863,84,1,12167.87
13453,3863,173,3,9772.62
13454,3864,113,1,8277.31
13455,3865,212,2,38716.88
13456,3865,212,1,19358.44
13457,3866,135,3,51307.59
13458,3866,215,4,22544.16
13459,3866,126,5,37756.55
13460,3867,97,4,27169.4
13461,3867,207,5,67151.55
13462,3868,121,5,77717.85
13463,3868,175,3,59661.66
13464,3868,247,1,602.16
13465,3868,62,2,6264.1
13466,3868,83,6,5424.12
13467,3868,127,2,34146.18
13468,3869,183,5,66378.35
13469,3869,66,4,54393.48
13470,3869,188,4,39880.6
13471,3869,112,1,9494.27
13472,3869,204,4,60865.64
13473,3869,199,1,7425.78
13474,3870,16,6,28414.56
13475,3870,233,6,10852.86
13476,3870,221,1,7261.68
13477,3870,213,3,5464.02
13478,3871,102,5,99384.4
13479,3871,68,1,2724.05
13480,3871,82,2,19699.86
13481,3871,206,6,39283.02
13482,3871,49,4,20149.32
13483,3871,205,2,12650.88
13484,3872,156,5,38105.2
13485,3872,7,1,3388.28
13486,3872,131,2,33474.32
13487,3873,208,1,14086.57
13488,3874,227,4,35202.24
13489,3874,236,5,70566.25
13490,3875,210,2,19711.4
13491,3875,39,4,78028.04
13492,3875,194,6,8439.96
13493,3876,205,1,6325.44
13494,3877,211,2,14886.38
13495,3877,48,5,43070.25
13496,3877,53,4,52749.08
13497,3877,120,2,5485.84
13498,3877,180,4,24115.6
13499,3878,141,6,90556.92
13500,3878,218,2,20854.46
13501,3878,52,4,68651.48
13502,3879,224,4,30342.96
13503,3880,134,3,41248.38
13504,3880,101,2,18153.64
13505,3881,113,4,33109.24
13506,3882,132,4,34130.08
13507,3882,9,6,23958.6
13508,3882,73,4,60306.16
13509,3882,176,6,30428.4
13510,3882,38,5,74082.15
13511,3883,238,6,10995.0
13512,3883,219,1,5503.24
13513,3883,104,4,10017.6
13514,3883,128,4,4239.32
13515,3883,209,6,83856.18
13516,3884,62,1,3132.05
13517,3885,149,4,70926.96
13518,3885,121,4,62174.28
13519,3886,93,1,14653.7
13520,3886,83,2,1808.04
13521,3886,87,6,18634.98
13522,3887,126,5,37756.55
13523,3887,95,1,19715.58
13524,3887,203,6,2652.9
13525,3887,201,6,84284.1
13526,3887,48,3,25842.15
13527,3887,134,6,82496.76
13528,3888,20,4,28162.12
13529,3888,112,2,18988.54
13530,3888,90,4,51823.04
13531,3888,5,6,40285.62
13532,3888,225,3,44964.81
13533,3888,212,2,38716.88
13534,3889,225,5,74941.35
13535,3889,126,5,37756.55
13536,3889,191,2,35121.28
13537,3889,209,5,69880.15
13538,3889,154,1,14849.15
13539,3889,126,5,37756.55
13540,3890,80,4,1844.84
13541,3890,222,4,74770.36
13542,3890,22,6,2316.0
13543,3890,131,2,33474.32
13544,3890,20,4,28162.12
13545,3891,180,2,12057.8
13546,3891,184,2,28667.44
13547,3892,205,3,18976.32
13548,3892,76,3,26646.27
13549,3892,190,2,16829.62
13550,3892,82,2,19699.86
13551,3893,9,4,15972.4
13552,3894,174,4,74848.84
13553,3894,241,3,23604.33
13554,3894,136,5,76027.5
13555,3894,114,1,10010.47
13556,3894,61,2,20846.64
13557,3895,119,3,2586.03
13558,3895,240,6,99122.1
13559,3895,203,6,2652.9
13560,3895,53,5,65936.35
13561,3895,179,1,6519.42
13562,3896,18,3,984.21
13563,3896,199,3,22277.34
13564,3897,193,4,40508.0
13565,3897,158,6,98639.82
13566,3898,108,4,52736.32
13567,3898,182,6,117085.26
13568,3899,11,4,34244.0
13569,3899,41,5,88562.45
13570,3899,90,6,77734.56
13571,3900,68,3,8172.15
13572,3901,116,6,91219.14
13573,3901,100,1,2386.73
13574,3901,192,6,37215.3
13575,3901,202,3,48679.53
13576,3901,116,5,76015.95
13577,3902,122,2,24836.02
13578,3902,218,5,52136.15
13579,3902,45,6,34301.7
13580,3902,108,5,65920.4
13581,3902,49,5,25186.65
13582,3902,184,5,71668.6
13583,3903,46,4,7974.2
13584,3904,88,3,7051.53
13585,3904,188,3,29910.45
13586,3904,205,3,18976.32
13587,3905,53,2,26374.54
13588,3905,172,5,98468.5
13589,3906,124,6,55048.68
13590,3906,221,4,29046.72
13591,3906,105,6,118361.28
13592,3906,164,4,10249.84
13593,3906,113,4,33109.24
13594,3907,119,5,4310.05
13595,3907,186,1,16511.43
13596,3907,21,6,45259.68
13597,3907,171,1,13438.99
13598,3908,174,5,93561.05
13599,3908,249,6,63060.6
13600,3909,127,1,17073.09
13601,3909,124,1,9174.78
13602,3909,60,6,77035.26
13603,3909,229,2,39813.02
13604,3909,76,4,35528.36
13605,3910,100,6,14320.38
13606,3911,197,4,62771.08
13607,3912,4,1,9811.66
13608,3912,172,1,19693.7
13609,3913,136,4,60822.0
13610,3914,101,3,27230.46
13611,3914,139,3,3796.38
13612,3914,195,1,12372.22
13613,3915,239,3,45663.42
13614,3916,32,5,4162.45
13615,3916,193,1,10127.0
13616,3916,195,6,74233.32
13617,3917,76,6,53292.54
13618,3917,33,1,10776.49
13619,3918,64,4,30096.2
13620,3918,73,6,90459.24
13621,3919,185,2,15353.96
13622,3919,224,3,22757.22
13623,3920,189,5,13403.35
13624,3920,9,4,15972.4
13625,3920,42,2,15249.46
13626,3920,114,4,40041.88
13627,3921,5,5,33571.35
13628,3921,147,6,47361.42
13629,3921,206,2,13094.34
13630,3921,152,1,15289.48
13631,3921,201,3,42142.05
13632,3921,26,6,82560.42
13633,3922,171,2,26877.98
13634,3923,217,4,72466.6
13635,3923,247,2,1204.32
13636,3923,148,6,12781.74
13637,3924,130,3,8050.14
13638,3924,160,2,21352.04
13639,3924,152,1,15289.48
13640,3924,76,2,17764.18
13641,3924,39,5,97535.05
13642,3924,94,5,45421.7
13643,3925,49,3,15111.99
13644,3925,197,5,78463.85
13645,3925,174,6,112273.26
13646,3925,210,5,49278.5
13647,3925,115,2,37058.76
13648,3925,149,6,106390.44
13649,3926,153,6,104122.56
13650,3926,174,6,112273.26
13651,3926,23,3,59145.93
13652,3927,209,2,27952.06
13653,3927,27,1,17948.93
13654,3927,228,2,1334.5
13655,3927,233,3,5426.43
13656,3928,39,2,39014.02
13657,3928,177,4,26182.36
13658,3928,186,2,33022.86
13659,3929,93,5,73268.5
13660,3930,90,6,77734.56
13661,3930,14,5,66812.65
13662,3931,191,4,70242.56
13663,3931,243,6,69536.82
13664,3931,79,5,97501.9
13665,3932,16,4,18943.04
13666,3932,82,2,19699.86
13667,3932,237,2,11778.84
13668,3932,97,1,6792.35
13669,3932,62,2,6264.1
13670,3932,150,4,22338.72
13671,3933,38,3,44449.29
13672,3933,105,1,19726.88
13673,3934,211,5,37215.95
13674,3935,164,2,5124.92
13675,3935,139,3,3796.38
13676,3935,242,2,29173.44
13677,3935,103,2,30253.48
13678,3935,38,1,14816.43
13679,3935,162,3,12059.34
13680,3936,13,4,17567.28
13681,3936,241,2,15736.22
13682,3937,125,3,6031.02
13683,3937,74,4,4725.64
13684,3938,157,2,901.0
13685,3938,157,1,450.5
13686,3938,154,1,14849.15
13687,3938,206,4,26188.68
13688,3939,60,3,38517.63
13689,3939,62,4,12528.2
13690,3940,113,2,16554.62
13691,3940,139,2,2530.92
13692,3940,18,2,656.14
13693,3940,128,1,1059.83
13694,3940,35,1,13581.03
13695,3941,38,4,59265.72
13696,3941,51,1,438.81
13697,3941,80,1,461.21
13698,3941,205,6,37952.64
13699,3942,182,1,19514.21
13700,3942,135,4,68410.12
13701,3942,211,1,7443.19
13702,3942,111,3,18709.38
13703,3943,123,2,34053.46
13704,3943,71,6,105994.68
13705,3944,171,5,67194.95
13706,3944,73,2,30153.08
13707,3945,173,1,3257.54
13708,3945,31,4,76331.4
13709,3945,56,4,53102.96
13710,3945,176,3,15214.2
13711,3945,56,4,53102.96
13712,3946,187,6,30996.06
13713,3947,245,6,92955.42
13714,3947,237,5,29447.1
13715,3947,142,2,11725.12
13716,3947,29,6,104346.84
13717,3948,131,3,50211.48
13718,3949,143,4,50161.4
13719,3949,222,1,18692.59
13720,3949,106,5,29530.7
13721,3949,143,2,25080.7
13722,3949,210,1,9855.7
13723,3949,35,5,67905.15
13724,3950,87,3,9317.49
13725,3950,135,5,85512.65
13726,3950,99,1,18170.66
13727,3950,150,2,11169.36
13728,3950,69,6,36860.4
13729,3950,223,2,26909.94
13730,3951,247,5,3010.8
13731,3951,66,6,81590.22
13732,3951,55,1,15858.6
13733,3951,225,3,44964.81
13734,3951,245,5,77462.85
13735,3951,242,6,87520.32
13736,3952,21,4,30173.12
13737,3952,87,6,18634.98
13738,3952,24,3,11339.55
13739,3952,108,4,52736.32
13740,3952,90,5,64778.8
13741,3952,114,5,50052.35
13742,3953,141,5,75464.1
13743,3953,168,6,58335.42
13744,3953,215,5,28180.2
13745,3953,213,3,5464.02
13746,3954,231,1,15684.8
13747,3955,82,2,19699.86
13748,3955,120,2,5485.84
13749,3955,18,6,1968.42
13750,3955,43,4,44242.32
13751,3955,218,6,62563.38
13752,3955,244,3,18834.06
13753,3956,121,2,31087.14
13754,3956,121,5,77717.85
13755,3956,142,2,11725.12
13756,3957,193,3,30381.0
13757,3957,250,2,36510.04
13758,3957,72,1,9206.51
13759,3958,102,3,59630.64
13760,3958,229,6,119439.06
13761,3958,113,6,49663.86
13762,3958,112,6,56965.62
13763,3958,54,1,16124.32
13764,3959,182,5,97571.05
13765,3960,235,5,73584.3
13766,3960,27,1,17948.93
13767,3960,153,3,52061.28
13768,3960,85,1,13885.59
13769,3960,26,6,82560.42
13770,3960,168,4,38890.28
13771,3961,80,1,461.21
13772,3962,197,2,31385.54
13773,3962,165,3,29243.4
13774,3962,72,1,9206.51
13775,3962,164,3,7687.38
13776,3962,205,6,37952.64
13777,3962,118,1,4634.78
13778,3963,228,3,2001.75
13779,3964,71,3,52997.34
13780,3964,208,3,42259.71
13781,3965,220,3,53134.11
13782,3965,162,5,20098.9
13783,3965,77,4,22100.76
13784,3965,194,2,2813.32
13785,3965,200,3,47864.79
13786,3965,109,2,6394.5
13787,3966,99,6,109023.96
13788,3966,101,1,9076.82
13789,3966,143,5,62701.75
13790,3966,138,3,25574.58
13791,3966,195,6,74233.32
13792,3966,29,3,52173.42
13793,3967,182,6,117085.26
13794,3967,79,5,97501.9
13795,3967,19,1,4489.88
13796,3968,39,6,117042.06
13797,3969,214,3,23031.24
13798,3969,20,2,14081.06
13799,3969,33,5,53882.45
13800,3969,78,1,19026.42
13801,3969,41,5,88562.45
13802,3970,199,3,22277.34
13803,3970,139,6,7592.76
13804,3970,59,5,89521.3
13805,3971,154,1,14849.15
13806,3971,28,5,17462.55
13807,3972,235,1,14716.86
13808,3972,243,2,23178.94
13809,3972,105,1,19726.88
13810,3972,107,1,14519.82
13811,3973,137,2,12168.6
13812,3973,198,3,54694.05
13813,3974,235,1,14716.86
13814,3974,174,2,37424.42
13815,3974,244,3,18834.06
13816,3974,220,6,106268.22
13817,3975,214,3,23031.24
13818,3976,102,5,99384.4
13819,3976,172,4,78774.8
13820,3976,168,3,29167.71
13821,3976,175,2,39774.44
13822,3976,165,2,19495.6
13823,3977,136,2,30411.0
13824,3977,172,1,19693.7
13825,3977,103,4,60506.96
13826,3977,239,5,76105.7
13827,3977,156,3,22863.12
13828,3978,140,3,42951.36
13829,3978,19,6,26939.28
13830,3978,127,3,51219.27
13831,3979,139,6,7592.76
13832,3979,16,3,14207.28
13833,3979,219,2,11006.48
13834,3979,169,1,3591.27
13835,3980,237,3,17668.26
13836,3981,44,3,28101.48
13837,3982,154,2,29698.3
13838,3982,101,5,45384.1
13839,3982,61,5,52116.6
13840,3982,249,3,31530.3
13841,3982,186,1,16511.43
13842,3982,164,3,7687.38
13843,3983,130,2,5366.76
13844,3983,135,2,34205.06
13845,3983,18,6,1968.42
13846,3984,19,2,8979.76
13847,3985,158,1,16439.97
13848,3985,191,1,17560.64
13849,3985,121,4,62174.28
13850,3985,73,3,45229.62
13851,3986,84,5,60839.35
13852,3986,78,2,38052.84
13853,3986,50,1,13135.18
13854,3986,129,2,9577.04
13855,3987,186,3,49534.29
13856,3987,154,4,59396.6
13857,3987,89,4,19686.84
13858,3987,35,3,40743.09
13859,3988,210,4,39422.8
13860,3988,65,2,34463.0
13861,3989,76,2,17764.18
13862,3989,63,5,15435.25
13863,3989,148,5,10651.45
13864,3989,109,1,3197.25
13865,3989,40,6,10843.5
13866,3990,178,6,42830.22
13867,3990,22,1,386.0
13868,3990,107,5,72599.1
13869,3990,224,3,22757.22
13870,3991,111,1,6236.46
13871,3991,177,5,32727.95
13872,3992,12,5,43582.4
13873,3992,142,2,11725.12
13874,3992,165,2,19495.6
13875,3992,168,1,9722.57
13876,3993,219,5,27516.2
13877,3993,139,4,5061.84
13878,3993,208,6,84519.42
13879,3994,108,3,39552.24
13880,3995,30,6,83298.48
13881,3995,126,2,15102.62
13882,3996,165,3,29243.4
13883,3996,101,3,27230.46
13884,3996,135,3,51307.59
13885,3997,115,4,74117.52
13886,3997,2,6,56692.86
13887,3998,109,5,15986.25
13888,3999,88,5,11752.55
13889,3999,184,2,28667.44
13890,3999,213,3,5464.02
13891,4000,35,2,27162.06
13892,4000,220,5,88556.85
13893,4000,213,2,3642.68
13894,4000,164,3,7687.38
13895,4000,2,3,28346.43
13896,4000,47,3,15448.83
13897,4001,159,4,42703.64
13898,4001,243,4,46357.88
13899,4002,209,3,41928.09
13900,4002,102,3,59630.64
13901,4002,230,1,4856.76
13902,4003,246,3,25471.56
13903,4003,60,5,64196.05
13904,4003,23,5,98576.55
13905,4003,237,5,29447.1
13906,4003,10,1,4927.88
13907,4004,229,1,19906.51
13908,4004,219,2,11006.48
13909,4005,112,6,56965.62
13910,4005,41,4,70849.96
13911,4005,224,6,45514.44
13912,4005,150,2,11169.36
13913,4006,111,6,37418.76
13914,4007,50,5,65675.9
13915,4007,40,1,1807.25
13916,4007,133,1,5538.37
13917,4007,95,2,39431.16
13918,4008,223,1,13454.97
13919,4008,17,3,24628.74
13920,4008,180,2,12057.8
13921,4008,22,3,1158.0
13922,4008,78,1,19026.42
13923,4008,161,4,44544.44
13924,4009,120,2,5485.84
13925,4010,123,4,68106.92
13926,4010,146,4,61796.6
13927,4010,6,2,3184.22
13928,4010,127,3,51219.27
13929,4010,1,6,109114.74
13930,4010,4,5,49058.3
13931,4011,17,2,16419.16
13932,4011,173,6,19545.24
13933,4011,30,2,27766.16
13934,4011,17,6,49257.48
13935,4012,20,2,14081.06
13936,4012,7,1,3388.28
13937,4013,120,3,8228.76
13938,4013,92,6,78565.68
13939,4013,179,5,32597.1
13940,4013,229,3,59719.53
13941,4014,102,5,99384.4
13942,4014,183,3,39827.01
13943,4014,52,5,85814.35
13944,4014,80,2,922.42
13945,4014,224,1,7585.74
13946,4014,99,6,109023.96
13947,4015,128,2,2119.66
13948,4016,88,1,2350.51
13949,4016,152,4,61157.92
13950,4016,149,6,106390.44
13951,4016,111,4,24945.84
13952,4016,95,2,39431.16
13953,4016,93,3,43961.1
13954,4017,99,4,72682.64
13955,4017,212,2,38716.88
13956,4017,56,3,39827.22
13957,4018,247,3,1806.48
13958,4018,240,2,33040.7
13959,4018,89,3,14765.13
13960,4018,136,1,15205.5
13961,4019,229,6,119439.06
13962,4019,245,2,30985.14
13963,4019,158,5,82199.85
13964,4019,245,3,46477.71
13965,4019,201,2,28094.7
13966,4019,200,1,15954.93
13967,4020,185,5,38384.9
13968,4020,157,4,1802.0
13969,4020,176,2,10142.8
13970,4020,240,3,49561.05
13971,4020,42,1,7624.73
13972,4020,136,6,91233.0
13973,4021,163,1,11276.33
13974,4021,69,5,30717.0
13975,4021,241,1,7868.11
13976,4021,208,4,56346.28
13977,4022,106,2,11812.28
13978,4023,172,6,118162.2
13979,4023,24,5,18899.25
13980,4024,186,5,82557.15
13981,4024,176,3,15214.2
13982,4025,126,6,45307.86
13983,4025,131,5,83685.8
13984,4025,21,5,37716.4
13985,4025,167,6,20031.72
13986,4025,61,5,52116.6
13987,4025,118,4,18539.12
13988,4026,230,3,14570.28
13989,4026,131,2,33474.32
13990,4027,22,1,386.0
13991,4028,242,6,87520.32
13992,4028,61,6,62539.92
13993,4028,40,4,7229.0
13994,4029,92,4,52377.12
13995,4029,170,5,57374.75
13996,4029,7,3,10164.84
13997,4029,219,6,33019.44
13998,4029,22,1,386.0
13999,4029,205,3,18976.32
14000,4030,232,5,97455.05
14001,4030,230,1,4856.76
14002,4030,219,4,22012.96
14003,4030,6,2,3184.22
14004,4031,31,3,57248.55
14005,4031,65,2,34463.0
14006,4031,62,6,18792.3
14007,4031,40,3,5421.75
14008,4032,208,4,56346.28
14009,4032,202,4,64906.04
14010,4032,71,1,17665.78
14011,4032,110,4,56006.52
14012,4032,174,3,56136.63
14013,4032,18,3,984.21
14014,4033,13,6,26350.92
14015,4033,186,4,66045.72
14016,4034,34,1,16803.64
14017,4035,10,4,19711.52
14018,4035,237,2,11778.84
14019,4036,68,3,8172.15
14020,4036,202,1,16226.51
14021,4037,110,2,28003.26
14022,4038,14,1,13362.53
14023,4038,41,6,106274.94
14024,4038,155,3,54749.31
14025,4038,72,5,46032.55
14026,4039,152,3,45868.44
14027,4039,250,5,91275.1
14028,4039,58,5,29523.45
14029,4039,107,6,87118.92
14030,4039,206,5,32735.85
14031,4039,73,4,60306.16
14032,4040,249,2,21020.2
14033,4040,240,4,66081.4
14034,4040,97,4,27169.4
14035,4040,170,3,34424.85
14036,4041,125,2,4020.68
14037,4041,119,3,2586.03
14038,4041,25,6,91915.14
14039,4041,66,2,27196.74
14040,4041,119,4,3448.04
14041,4041,197,2,31385.54
14042,4042,111,3,18709.38
14043,4042,49,3,15111.99
14044,4042,98,1,11621.96
14045,4042,140,4,57268.48
14046,4042,1,5,90928.95
14047,4043,92,2,26188.56
14048,4043,110,5,70008.15
14049,4043,42,6,45748.38
14050,4043,106,4,23624.56
14051,4043,56,1,13275.74
14052,4044,105,4,78907.52
14053,4044,109,3,9591.75
14054,4044,66,4,54393.48
14055,4044,194,1,1406.66
14056,4044,137,3,18252.9
14057,4044,229,2,39813.02
14058,4045,126,2,15102.62
14059,4045,158,5,82199.85
14060,4045,169,6,21547.62
14061,4045,52,2,34325.74
14062,4046,101,1,9076.82
14063,4047,74,1,1181.41
14064,4047,152,5,76447.4
14065,4048,62,3,9396.15
14066,4048,85,3,41656.77
14067,4048,23,3,59145.93
14068,4048,225,1,14988.27
14069,4048,25,1,15319.19
14070,4048,183,4,53102.68
14071,4049,29,2,34782.28
14072,4049,55,2,31717.2
14073,4049,24,2,7559.7
14074,4049,6,4,6368.44
14075,4049,80,4,1844.84
14076,4050,77,5,27625.95
14077,4050,243,3,34768.41
14078,4050,112,2,18988.54
14079,4050,136,1,15205.5
14080,4050,182,2,39028.42
14081,4050,167,3,10015.86
14082,4051,87,6,18634.98
14083,4051,97,1,6792.35
14084,4051,157,6,2703.0
14085,4052,195,3,37116.66
14086,4052,72,5,46032.55
14087,4052,56,5,66378.7
14088,4052,62,4,12528.2
14089,4052,139,4,5061.84
14090,4053,97,1,6792.35
14091,4053,191,4,70242.56
14092,4053,97,6,40754.1
14093,4053,82,5,49249.65
14094,4054,135,4,68410.12
14095,4055,218,3,31281.69
14096,4055,247,1,602.16
14097,4055,197,2,31385.54
14098,4056,199,6,44554.68
14099,4056,198,3,54694.05
14100,4057,15,6,48079.92
14101,4057,175,4,79548.88
14102,4057,191,3,52681.92
14103,4058,3,4,48480.2
14104,4058,219,3,16509.72
14105,4059,37,5,68889.5
14106,4059,12,1,8716.48
14107,4059,83,1,904.02
14108,4059,172,2,39387.4
14109,4060,64,6,45144.3
14110,4061,82,3,29549.79
14111,4061,47,6,30897.66
14112,4061,242,6,87520.32
14113,4061,91,4,78525.44
14114,4062,199,5,37128.9
14115,4063,218,1,10427.23
14116,4063,28,3,10477.53
14117,4064,91,3,58894.08
14118,4064,28,6,20955.06
14119,4064,107,6,87118.92
14120,4064,72,2,18413.02
14121,4064,147,2,15787.14
14122,4065,107,5,72599.1
14123,4066,88,6,14103.06
14124,4066,213,6,10928.04
14125,4066,60,3,38517.63
14126,4066,119,2,1724.02
14127,4066,151,4,66557.92
14128,4067,31,1,19082.85
14129,4067,80,6,2767.26
14130,4067,5,1,6714.27
14131,4068,238,3,5497.5
14132,4069,140,4,57268.48
14133,4069,114,1,10010.47
14134,4069,20,5,35202.65
14135,4069,209,1,13976.03
14136,4069,216,1,3649.91
14137,4070,173,2,6515.08
14138,4070,108,1,13184.08
14139,4070,243,5,57947.35
14140,4071,112,2,18988.54
14141,4072,165,4,38991.2
14142,4073,108,2,26368.16
14143,4074,125,4,8041.36
14144,4074,132,5,42662.6
14145,4074,202,6,97359.06
14146,4074,129,3,14365.56
14147,4074,18,1,328.07
14148,4075,73,1,15076.54
14149,4075,116,6,91219.14
14150,4075,226,2,26995.42
14151,4076,31,6,114497.1
14152,4076,125,1,2010.34
14153,4077,107,4,58079.28
14154,4077,237,4,23557.68
14155,4077,15,1,8013.32
14156,4078,104,3,7513.2
14157,4078,11,3,25683.0
14158,4078,225,4,59953.08
14159,4078,173,3,9772.62
14160,4078,242,1,14586.72
14161,4078,52,2,34325.74
14162,4079,69,2,12286.8
14163,4079,166,2,7681.6
14164,4079,35,6,81486.18
14165,4080,25,1,15319.19
14166,4080,108,4,52736.32
14167,4080,242,3,43760.16
14168,4080,144,1,7425.39
14169,4080,97,3,20377.05
14170,4080,116,4,60812.76
14171,4081,146,2,30898.3
14172,4082,110,5,70008.15
14173,4082,95,3,59146.74
14174,4082,43,5,55302.9
14175,4082,111,4,24945.84
14176,4083,25,6,91915.14
14177,4084,35,2,27162.06
14178,4084,56,6,79654.44
14179,4084,114,1,10010.47
14180,4085,139,6,7592.76
14181,4085,228,5,3336.25
14182,4085,188,4,39880.6
14183,4086,27,2,35897.86
14184,4086,128,4,4239.32
14185,4086,116,1,15203.19
14186,4086,62,1,3132.05
14187,4087,6,4,6368.44
14188,4087,187,4,20664.04
14189,4087,158,4,65759.88
14190,4087,185,6,46061.88
14191,4087,82,5,49249.65
14192,4087,242,1,14586.72
14193,4088,196,4,17023.76
14194,4089,16,2,9471.52
14195,4089,89,3,14765.13
14196,4089,52,5,85814.35
14197,4089,177,1,6545.59
14198,4090,229,4,79626.04
14199,4090,123,1,17026.73
14200,4090,174,6,112273.26
14201,4090,107,6,87118.92
14202,4090,184,2,28667.44
14203,4091,166,3,11522.4
14204,4091,249,5,52550.5
14205,4091,191,4,70242.56
14206,4091,29,6,104346.84
14207,4092,90,4,51823.04
14208,4092,30,3,41649.24
14209,4093,65,4,68926.0
14210,4093,145,6,30015.78
14211,4093,172,5,98468.5
14212,4093,224,1,7585.74
14213,4093,249,5,52550.5
14214,4094,165,4,38991.2
14215,4094,134,1,13749.46
14216,4094,47,2,10299.22
14217,4094,184,2,28667.44
14218,4094,210,6,59134.2
14219,4094,233,2,3617.62
14220,4095,147,6,47361.42
14221,4095,21,3,22629.84
14222,4095,106,3,17718.42
14223,4095,86,1,6910.79
14224,4095,82,6,59099.58
14225,4096,209,2,27952.06
14226,4096,206,6,39283.02
14227,4097,70,1,14748.27
14228,4097,232,3,58473.03
14229,4097,6,3,4776.33
14230,4097,49,2,10074.66
14231,4097,194,6,8439.96
14232,4098,186,6,99068.58
14233,4098,35,2,27162.06
14234,4099,21,6,45259.68
14235,4100,128,6,6358.98
14236,4100,72,4,36826.04
14237,4100,73,1,15076.54
14238,4101,139,6,7592.76
14239,4101,114,1,10010.47
14240,4101,66,3,40795.11
14241,4101,35,5,67905.15
14242,4102,238,4,7330.0
14243,4102,10,6,29567.28
14244,4102,72,3,27619.53
14245,4102,225,3,44964.81
14246,4103,129,2,9577.04
14247,4103,161,1,11136.11
14248,4103,133,1,5538.37
14249,4104,110,5,70008.15
14250,4105,124,2,18349.56
14251,4105,85,5,69427.95
14252,4106,248,5,16786.3
14253,4106,211,6,44659.14
14254,4106,136,3,45616.5
14255,4106,96,6,13670.28
14256,4106,14,2,26725.06
14257,4106,139,4,5061.84
14258,4107,197,3,47078.31
14259,4107,49,1,5037.33
14260,4108,190,3,25244.43
14261,4108,85,6,83313.54
14262,4109,29,3,52173.42
