OrderID,CustomerID,OrderDate,OrderStatus
9007,404,2022-07-24,Cancelled
9008,6547,2023-12-16,Delivered
9009,1202,2024-10-31,Delivered
9010,3697,2023-12-26,Delivered
9011,232,2022-05-25,Cancelled
9012,3077,2024-03-27,Delivered
9013,2789,2021-07-08,Delivered
9014,4355,2024-12-20,Delivered
9015,7463,2021-10-26,Cancelled
9016,203,2022-05-29,Returned
9017,1145,2025-04-01,Delivered
9018,3179,2024-04-25,Delivered
9019,4420,2024-07-08,Delivered
9020,9343,2023-06-16,Delivered
9021,4862,2023-01-10,Delivered
9022,188,2024-10-02,Delivered
9023,9302,2021-08-11,Delivered
9024,3111,2023-08-12,Returned
9025,1104,2024-07-10,Delivered
9026,7350,2025-04-21,Returned
9027,6442,2025-03-10,Delivered
9028,5981,2023-11-09,Returned
9029,3069,2022-12-29,Delivered
9030,8769,2023-03-06,Delivered
9031,1659,2023-06-19,Delivered
9032,6745,2022-01-03,Delivered
9033,6133,2022-08-10,Delivered
9034,272,2023-11-08,Delivered
9035,7169,2025-05-27,Delivered
9036,7444,2024-08-05,Delivered
9037,9188,2024-01-08,Delivered
9038,9625,2022-11-29,Delivered
9039,8280,2022-08-09,Delivered
9040,4037,2023-12-29,Delivered
9041,106,2023-02-09,Returned
9042,538,2024-01-13,Delivered
9043,3967,2024-11-03,Cancelled
9044,3179,2022-05-19,Delivered
9045,9009,2025-04-07,Returned
9046,4994,2024-10-03,Delivered
9047,3592,2023-05-20,Delivered
9048,1957,2022-05-22,Delivered
9049,5079,2022-05-15,Delivered
9050,4541,2025-06-13,Delivered
9051,496,2022-07-01,Delivered
9052,9064,2024-05-14,Delivered
9053,5068,2022-06-07,Delivered
9054,2553,2021-10-08,Returned
9055,804,2024-10-14,Delivered
9056,9401,2022-12-31,Delivered
9057,1923,2025-05-01,Cancelled
9058,2281,2023-11-30,Delivered
9059,1245,2023-07-20,Cancelled
9060,4879,2023-08-15,Delivered
9061,7604,2025-04-04,Cancelled
9062,6962,2021-07-15,Delivered
9063,7506,2021-12-25,Delivered
9064,7160,2024-01-07,Delivered
9065,2195,2023-11-06,Delivered
9066,1162,2021-09-29,Delivered
9067,311,2022-04-03,Delivered
9068,7225,2023-01-22,Delivered
9069,1505,2021-08-10,Delivered
9070,6654,2023-06-29,Delivered
9071,3984,2023-04-08,Cancelled
9072,4791,2022-08-28,Delivered
9073,7730,2023-02-13,Delivered
9074,888,2023-04-07,Delivered
9075,941,2021-10-02,Delivered
9076,4847,2022-02-14,Delivered
9077,7863,2023-03-10,Delivered
9078,7770,2025-05-07,Delivered
9079,9399,2024-01-28,Delivered
9080,1009,2023-09-06,Delivered
9081,344,2023-08-05,Cancelled
9082,5704,2023-10-27,Returned
9083,9274,2025-04-05,Delivered
9084,3656,2022-11-20,Delivered
9085,1010,2022-04-16,Delivered
9086,4108,2022-08-10,Delivered
9087,9607,2022-05-05,Delivered
9088,3644,2024-03-13,Returned
9089,7802,2024-08-23,Delivered
9090,2251,2023-06-16,Delivered
9091,520,2024-11-18,Delivered
9092,2120,2023-08-12,Delivered
9093,7981,2024-11-19,Delivered
9094,9928,2022-09-23,Cancelled
9095,1146,2022-08-11,Delivered
9096,425,2025-06-08,Delivered
9097,6665,2023-01-11,Delivered
9098,7554,2022-01-02,Delivered
9099,7518,2024-02-14,Delivered
9100,2415,2025-05-24,Delivered
9101,4014,2024-10-25,Cancelled
9102,2074,2023-11-10,Delivered
9103,1742,2022-12-13,Delivered
9104,8616,2023-12-15,Cancelled
9105,1779,2025-04-01,Delivered
9106,8776,2024-10-26,Delivered
9107,2554,2023-05-06,Delivered
9108,7665,2025-04-20,Delivered
9109,1833,2022-05-24,Delivered
9110,1921,2024-07-20,Delivered
9111,6876,2023-03-06,Delivered
9112,5140,2025-03-10,Delivered
9113,338,2025-05-13,Delivered
9114,6126,2022-04-13,Delivered
9115,4881,2024-05-15,Delivered
9116,8123,2021-08-07,Delivered
9117,397,2025-05-21,Delivered
9118,9956,2025-02-26,Delivered
9119,2413,2022-12-16,Delivered
9120,5604,2022-04-07,Delivered
9121,441,2023-01-01,Delivered
9122,1906,2022-12-11,Returned
9123,9421,2024-09-29,Delivered
9124,3351,2022-03-14,Delivered
9125,520,2023-12-16,Delivered
9126,7148,2024-08-02,Delivered
9127,2784,2021-10-27,Delivered
9128,2655,2022-11-10,Cancelled
9129,2681,2023-09-02,Delivered
9130,5096,2022-01-09,Delivered
9131,7023,2022-01-17,Delivered
9132,4290,2023-01-10,Delivered
9133,3944,2024-08-07,Delivered
9134,2725,2022-06-21,Delivered
9135,2896,2022-04-07,Delivered
9136,9904,2022-12-08,Delivered
9137,2597,2024-07-29,Delivered
9138,1598,2021-12-24,Delivered
9139,3686,2024-10-29,Delivered
9140,8565,2022-09-24,Delivered
9141,2573,2024-06-02,Returned
9142,9969,2025-03-11,Returned
9143,9530,2023-03-02,Delivered
9144,6550,2024-07-12,Delivered
9145,7378,2025-05-07,Returned
9146,5424,2023-09-16,Cancelled
9147,5084,2023-01-11,Delivered
9148,6150,2021-07-25,Delivered
9149,3810,2025-02-27,Delivered
9150,3345,2022-12-17,Delivered
9151,1366,2022-03-19,Delivered
9152,1905,2021-10-14,Delivered
9153,9320,2024-04-26,Returned
9154,902,2024-03-17,Cancelled
9155,129,2024-07-26,Delivered
9156,7506,2023-09-12,Delivered
9157,9550,2021-09-13,Delivered
9158,8141,2024-11-07,Delivered
9159,5228,2022-09-26,Delivered
9160,9898,2023-12-21,Delivered
9161,9314,2023-07-07,Delivered
9162,1506,2024-04-19,Delivered
9163,5578,2024-02-23,Delivered
9164,2093,2023-11-29,Delivered
9165,3428,2023-12-24,Delivered
9166,1529,2021-09-30,Delivered
9167,8938,2025-03-31,Delivered
9168,155,2025-01-29,Cancelled
9169,9310,2025-03-01,Delivered
9170,9827,2025-02-01,Delivered
9171,523,2023-08-20,Delivered
9172,7631,2024-06-16,Cancelled
9173,5255,2022-06-21,Delivered
9174,9415,2025-04-11,Delivered
9175,8181,2025-05-31,Delivered
9176,672,2025-06-24,Returned
9177,4039,2025-01-19,Delivered
9178,5136,2024-03-01,Delivered
9179,4870,2024-02-07,Cancelled
9180,2523,2021-07-01,Returned
9181,5363,2022-11-03,Returned
9182,2141,2024-04-11,Cancelled
9183,3846,2024-09-17,Returned
9184,7054,2023-06-21,Returned
9185,5706,2025-06-21,Cancelled
9186,8476,2021-12-04,Delivered
9187,3926,2021-12-10,Delivered
9188,715,2024-11-13,Delivered
9189,7672,2021-07-26,Delivered
9190,7687,2024-10-30,Delivered
9191,5890,2023-08-23,Delivered
9192,6795,2023-05-07,Cancelled
9193,6248,2022-07-30,Delivered
9194,7668,2024-05-27,Delivered
9195,5730,2021-07-11,Cancelled
9196,5921,2025-05-10,Delivered
9197,8356,2024-02-25,Delivered
9198,7429,2022-03-13,Delivered
9199,4801,2022-05-02,Cancelled
9200,3043,2021-12-14,Delivered
9201,4331,2023-01-30,Delivered
9202,2944,2021-12-07,Delivered
9203,3744,2024-03-20,Delivered
9204,7299,2022-08-09,Delivered
9205,2937,2024-05-29,Delivered
9206,5096,2022-08-15,Delivered
9207,1724,2021-12-09,Cancelled
9208,3419,2024-03-29,Delivered
9209,9866,2022-06-05,Delivered
9210,5928,2024-08-01,Delivered
9211,5440,2023-12-27,Delivered
9212,8721,2024-03-14,Delivered
9213,6701,2025-02-09,Delivered
9214,7897,2022-01-12,Delivered
9215,4264,2024-11-07,Delivered
9216,602,2024-10-04,Returned
9217,5730,2022-10-29,Cancelled
9218,9444,2021-09-01,Delivered
9219,9568,2025-06-05,Delivered
9220,8028,2024-06-29,Cancelled
9221,6281,2023-08-29,Delivered
9222,8379,2023-02-07,Cancelled
9223,5521,2022-08-20,Cancelled
9224,6593,2022-10-15,Delivered
9225,263,2022-10-14,Delivered
9226,4889,2024-01-13,Cancelled
9227,2825,2022-03-31,Delivered
9228,3899,2021-12-05,Delivered
9229,5201,2024-03-16,Cancelled
9230,3818,2025-04-16,Delivered
9231,3177,2025-05-02,Delivered
9232,1769,2024-06-27,Delivered
9233,3500,2024-08-28,Delivered
9234,6602,2025-02-23,Cancelled
9235,3254,2021-07-12,Delivered
9236,6714,2023-01-08,Delivered
9237,3438,2022-01-05,Cancelled
9238,3974,2022-06-21,Delivered
9239,4804,2023-04-01,Delivered
9240,1842,2022-07-21,Delivered
9241,1768,2024-07-04,Delivered
9242,5879,2024-05-02,Delivered
9243,9681,2022-08-04,Delivered
9244,7299,2025-04-19,Delivered
9245,7709,2023-08-20,Delivered
9246,5733,2023-07-13,Cancelled
9247,4677,2023-09-20,Delivered
9248,2248,2023-08-01,Delivered
9249,511,2023-06-24,Delivered
9250,7398,2024-12-21,Delivered
9251,3588,2024-03-07,Returned
9252,1742,2021-08-13,Cancelled
9253,2698,2023-02-23,Delivered
9254,1956,2024-08-08,Delivered
9255,7751,2024-03-24,Delivered
9256,4293,2024-08-05,Delivered
9257,7427,2022-12-11,Delivered
9258,9532,2021-07-20,Delivered
9259,1489,2023-11-04,Returned
9260,4869,2022-08-08,Delivered
9261,3357,2025-02-19,Delivered
9262,334,2023-04-14,Delivered
9263,8937,2022-11-06,Delivered
9264,9442,2022-12-06,Delivered
9265,9573,2022-12-06,Delivered
9266,4087,2023-11-15,Delivered
9267,6999,2025-03-18,Delivered
9268,9329,2025-05-14,Returned
9269,1279,2024-07-09,Delivered
9270,7959,2022-06-01,Delivered
9271,676,2021-10-02,Delivered
9272,4323,2022-10-14,Delivered
9273,8948,2024-01-13,Delivered
9274,3553,2022-01-29,Delivered
9275,6697,2025-05-25,Delivered
9276,320,2024-03-26,Delivered
9277,7781,2023-10-13,Cancelled
9278,5564,2023-03-10,Delivered
9279,9616,2022-11-24,Delivered
9280,7707,2022-08-22,Delivered
9281,5984,2021-06-30,Delivered
9282,2541,2022-04-19,Returned
9283,7869,2023-08-23,Delivered
9284,860,2021-10-04,Cancelled
9285,1017,2024-06-21,Delivered
9286,8594,2021-09-03,Cancelled
9287,6134,2023-02-24,Delivered
9288,9952,2025-03-22,Delivered
9289,6235,2024-08-11,Delivered
9290,8474,2025-03-24,Delivered
9291,9889,2023-12-04,Delivered
9292,8229,2023-08-19,Delivered
9293,3514,2024-02-21,Cancelled
9294,752,2022-01-23,Delivered
9295,2609,2024-11-30,Returned
9296,3655,2021-09-07,Delivered
9297,2167,2022-03-11,Delivered
9298,8201,2021-08-04,Cancelled
9299,2192,2022-02-18,Delivered
9300,2208,2024-09-06,Delivered
9301,8285,2022-06-17,Delivered
9302,5533,2024-05-27,Delivered
9303,4677,2024-11-26,Returned
9304,9955,2021-11-29,Delivered
9305,3963,2023-02-25,Delivered
9306,4839,2022-01-28,Delivered
9307,3314,2022-11-19,Delivered
9308,3303,2023-12-28,Delivered
9309,2136,2023-02-04,Cancelled
9310,986,2023-12-17,Delivered
9311,8832,2025-03-19,Delivered
9312,7120,2022-10-10,Delivered
9313,6573,2022-04-20,Delivered
9314,8091,2024-10-24,Delivered
9315,8517,2023-06-20,Delivered
9316,9525,2023-05-01,Delivered
9317,7850,2024-04-25,Delivered
9318,2247,2024-08-05,Delivered
9319,1529,2023-09-26,Delivered
9320,7847,2024-10-14,Delivered
9321,1150,2022-12-23,Delivered
9322,4922,2024-04-01,Delivered
9323,5325,2021-12-17,Delivered
9324,332,2021-11-25,Delivered
9325,4472,2022-10-05,Delivered
9326,412,2023-11-19,Delivered
9327,8806,2023-06-27,Delivered
9328,9075,2023-12-31,Delivered
9329,4522,2024-11-11,Cancelled
9330,2575,2022-10-24,Delivered
9331,2295,2021-10-06,Delivered
9332,499,2022-03-26,Returned
9333,1528,2022-05-30,Cancelled
9334,364,2023-01-24,Delivered
9335,5576,2024-12-03,Delivered
9336,5699,2021-11-24,Delivered
9337,6002,2024-07-11,Delivered
9338,1047,2025-01-27,Returned
9339,5637,2022-10-27,Delivered
9340,6522,2025-01-24,Delivered
9341,5200,2023-08-29,Delivered
9342,9466,2022-12-09,Delivered
9343,6198,2023-09-18,Delivered
9344,5114,2022-03-01,Delivered
9345,9997,2024-12-08,Delivered
9346,4021,2024-04-09,Delivered
9347,7666,2022-10-21,Returned
9348,4151,2023-10-01,Delivered
9349,6464,2022-09-20,Delivered
9350,3352,2024-11-06,Delivered
9351,7132,2022-08-31,Delivered
9352,917,2023-11-17,Delivered
9353,9654,2023-11-24,Cancelled
9354,447,2023-02-12,Delivered
9355,3693,2025-01-14,Delivered
9356,9283,2022-03-15,Delivered
9357,605,2023-01-19,Delivered
9358,3940,2025-01-03,Delivered
9359,8836,2023-03-14,Delivered
9360,686,2023-09-27,Cancelled
9361,9071,2021-10-11,Delivered
9362,6306,2022-08-21,Returned
9363,9554,2021-12-24,Delivered
9364,2247,2023-04-06,Cancelled
9365,2027,2024-07-06,Delivered
9366,8629,2024-02-02,Delivered
9367,5288,2022-08-12,Delivered
9368,9952,2021-12-17,Returned
9369,9650,2021-12-16,Delivered
9370,6402,2022-07-06,Returned
9371,2199,2023-09-24,Delivered
9372,3129,2023-11-19,Delivered
9373,5385,2024-07-29,Delivered
9374,9240,2024-01-09,Delivered
9375,3252,2022-07-09,Delivered
9376,3943,2021-06-27,Delivered
9377,8588,2023-08-05,Delivered
9378,2306,2021-08-16,Delivered
9379,6841,2024-04-19,Delivered
9380,749,2024-09-17,Delivered
9381,2598,2023-09-12,Delivered
9382,6435,2024-09-04,Delivered
9383,8682,2025-05-27,Delivered
9384,2808,2023-05-08,Delivered
9385,3178,2022-07-01,Delivered
9386,6222,2024-05-06,Cancelled
9387,1830,2023-03-15,Delivered
9388,3069,2024-11-20,Delivered
9389,899,2021-10-22,Returned
9390,1329,2023-11-16,Delivered
9391,4383,2023-10-25,Delivered
9392,9966,2023-09-21,Delivered
9393,7628,2024-12-12,Delivered
9394,2377,2023-07-14,Delivered
9395,1474,2023-10-10,Delivered
9396,9715,2023-01-19,Delivered
9397,5359,2024-01-29,Delivered
9398,674,2025-05-26,Cancelled
9399,2783,2023-05-30,Delivered
9400,2837,2023-11-04,Delivered
9401,2715,2024-12-14,Cancelled
9402,6039,2024-11-07,Delivered
9403,1117,2025-06-10,Delivered
9404,9170,2023-03-13,Delivered
9405,5965,2022-11-20,Delivered
9406,8504,2025-04-27,Delivered
9407,5755,2024-04-30,Delivered
9408,4163,2022-08-18,Delivered
9409,2458,2023-08-04,Delivered
9410,6766,2024-02-28,Delivered
9411,1576,2021-08-02,Returned
9412,270,2021-10-28,Delivered
9413,6160,2023-06-25,Delivered
9414,2595,2023-06-24,Delivered
9415,3536,2023-01-03,Delivered
9416,2677,2025-01-21,Delivered
9417,9125,2024-01-20,Delivered
9418,2747,2023-09-08,Delivered
9419,3405,2024-10-15,Delivered
9420,4981,2022-10-09,Delivered
9421,3888,2024-08-07,Returned
9422,6703,2022-10-09,Delivered
9423,2086,2022-07-22,Delivered
9424,3415,2025-03-06,Delivered
9425,9793,2023-03-24,Delivered
9426,2013,2021-12-17,Delivered
9427,1106,2022-12-05,Delivered
9428,8561,2024-03-24,Delivered
9429,2202,2023-06-14,Returned
9430,3008,2022-12-01,Delivered
9431,1981,2023-03-27,Cancelled
9432,140,2022-05-20,Delivered
9433,4497,2024-12-14,Delivered
9434,8337,2025-04-25,Delivered
9435,1732,2022-12-10,Delivered
9436,3708,2023-01-20,Delivered
9437,3402,2024-01-18,Delivered
9438,4005,2021-11-14,Delivered
9439,1870,2023-05-23,Delivered
9440,2191,2023-11-03,Delivered
9441,9087,2023-01-23,Delivered
9442,9514,2021-08-13,Delivered
9443,6848,2022-07-06,Delivered
9444,7479,2023-02-16,Delivered
9445,9668,2022-02-06,Delivered
9446,4085,2024-08-05,Delivered
9447,9295,2024-11-30,Delivered
9448,4951,2023-09-07,Delivered
9449,5252,2023-09-23,Delivered
9450,6236,2023-07-27,Returned
9451,2777,2023-10-04,Delivered
9452,6593,2024-12-15,Cancelled
9453,7670,2024-04-14,Delivered
9454,8,2023-06-25,Delivered
9455,5124,2022-07-20,Delivered
9456,4458,2023-06-30,Delivered
9457,4221,2024-03-18,Delivered
9458,9952,2025-05-03,Delivered
9459,7196,2021-11-13,Delivered
9460,3772,2022-11-04,Cancelled
9461,6059,2025-06-14,Delivered
9462,8068,2024-08-15,Delivered
9463,6209,2021-12-18,Delivered
9464,5054,2021-11-26,Delivered
9465,537,2023-03-22,Delivered
9466,9102,2025-01-10,Cancelled
9467,6304,2022-08-06,Delivered
9468,828,2025-04-18,Delivered
9469,1284,2024-06-18,Delivered
9470,8342,2024-04-16,Delivered
9471,2994,2021-12-25,Delivered
9472,5144,2023-08-04,Delivered
9473,5009,2023-12-23,Cancelled
9474,3943,2022-01-19,Delivered
9475,9055,2024-01-29,Delivered
9476,2654,2023-07-23,Returned
9477,3652,2022-11-21,Delivered
9478,8005,2024-04-04,Delivered
9479,9650,2025-04-23,Delivered
9480,2027,2024-08-03,Delivered
9481,905,2023-02-16,Delivered
9482,7846,2023-04-23,Delivered
9483,887,2024-10-12,Delivered
9484,7145,2024-07-22,Delivered
9485,3768,2023-05-28,Delivered
9486,1219,2023-11-14,Delivered
9487,132,2022-04-06,Delivered
9488,6235,2024-09-23,Cancelled
9489,5489,2024-03-19,Delivered
9490,1629,2025-01-05,Delivered
9491,3513,2022-02-10,Delivered
9492,6344,2023-09-03,Delivered
9493,6963,2021-09-23,Delivered
9494,4803,2025-01-24,Delivered
9495,1008,2023-12-23,Delivered
9496,7711,2024-06-13,Returned
9497,565,2022-01-22,Delivered
9498,9496,2023-04-23,Delivered
9499,9804,2023-09-21,Delivered
9500,4991,2023-09-19,Delivered
9501,2083,2021-11-14,Delivered
9502,5745,2021-09-07,Delivered
9503,2080,2022-11-19,Delivered
9504,5063,2024-10-12,Cancelled
9505,814,2025-03-12,Delivered
9506,9121,2022-05-26,Delivered
9507,9042,2022-03-10,Delivered
9508,3463,2025-06-15,Delivered
9509,857,2022-06-13,Delivered
9510,7403,2021-08-23,Delivered
9511,6442,2025-04-21,Cancelled
9512,1305,2022-02-04,Delivered
9513,9942,2022-12-28,Delivered
9514,1245,2022-06-18,Delivered
9515,6342,2024-08-30,Delivered
9516,7006,2022-01-18,Delivered
9517,5765,2021-07-30,Delivered
9518,6440,2022-01-25,Delivered
9519,5937,2024-01-24,Delivered
9520,7907,2024-08-21,Cancelled
9521,8369,2022-05-20,Delivered
9522,8609,2021-06-26,Returned
9523,1223,2023-03-16,Delivered
9524,7823,2022-04-30,Returned
9525,1718,2022-04-25,Delivered
9526,7607,2025-06-09,Delivered
9527,2592,2022-10-25,Delivered
9528,3966,2024-08-24,Delivered
9529,8332,2022-05-11,Delivered
9530,5855,2024-08-18,Returned
9531,7342,2022-12-15,Delivered
9532,6857,2023-03-13,Delivered
9533,5698,2021-10-01,Delivered
9534,2956,2024-11-10,Delivered
9535,5386,2023-10-31,Delivered
9536,2077,2022-10-27,Delivered
9537,8132,2024-10-05,Cancelled
9538,3020,2023-10-04,Cancelled
9539,5532,2025-03-26,Delivered
9540,6583,2024-10-06,Delivered
9541,8437,2025-01-10,Delivered
9542,1050,2024-01-12,Delivered
9543,193,2025-05-08,Delivered
9544,9881,2023-11-16,Delivered
9545,7026,2024-05-14,Returned
9546,1595,2021-12-06,Delivered
9547,7202,2021-12-05,Delivered
9548,5328,2022-09-11,Delivered
9549,6363,2022-10-02,Delivered
9550,4185,2022-08-08,Returned
9551,1975,2024-02-11,Delivered
9552,9599,2023-12-16,Delivered
9553,7957,2023-09-09,Delivered
9554,2130,2021-09-17,Returned
9555,5082,2023-01-18,Delivered
9556,2097,2024-05-09,Delivered
9557,7841,2022-11-06,Delivered
9558,9645,2022-11-13,Delivered
9559,8157,2023-07-08,Delivered
9560,1299,2023-05-05,Delivered
9561,8643,2022-07-08,Delivered
9562,6683,2021-12-12,Delivered
9563,7332,2021-10-21,Delivered
9564,1368,2022-09-09,Delivered
9565,1745,2024-02-10,Delivered
9566,8192,2022-04-09,Delivered
9567,9165,2022-06-12,Delivered
9568,2660,2025-06-12,Delivered
9569,7156,2021-09-12,Delivered
9570,286,2023-01-08,Delivered
9571,2757,2022-02-28,Delivered
9572,2762,2025-03-17,Delivered
9573,9816,2025-03-17,Cancelled
9574,4005,2022-02-28,Delivered
9575,1297,2023-06-30,Delivered
9576,4901,2024-01-26,Delivered
9577,2894,2022-07-26,Delivered
9578,4145,2023-06-14,Cancelled
9579,5584,2023-02-05,Delivered
9580,9041,2024-12-03,Returned
9581,8526,2023-11-08,Delivered
9582,9125,2023-09-18,Delivered
9583,5731,2024-11-03,Delivered
9584,9144,2024-10-02,Delivered
9585,6854,2023-11-06,Returned
9586,7422,2024-11-09,Delivered
9587,4255,2024-10-02,Delivered
9588,9795,2023-12-02,Returned
9589,9245,2025-02-01,Delivered
9590,1293,2023-03-29,Delivered
9591,6509,2022-01-30,Delivered
9592,5471,2023-08-21,Delivered
9593,1934,2022-04-14,Delivered
9594,6581,2021-08-07,Delivered
9595,5176,2022-06-18,Delivered
9596,6859,2024-04-08,Delivered
9597,210,2022-07-10,Delivered
9598,7909,2022-09-11,Delivered
9599,682,2023-10-19,Delivered
9600,8433,2023-02-15,Delivered
9601,1284,2022-11-08,Delivered
9602,2891,2021-12-13,Delivered
9603,3854,2023-08-07,Cancelled
9604,1188,2023-11-16,Delivered
9605,714,2021-10-13,Delivered
9606,2746,2021-12-10,Delivered
9607,8429,2024-09-15,Returned
9608,2155,2022-09-15,Delivered
9609,4377,2021-11-14,Returned
9610,9371,2025-02-19,Delivered
9611,9199,2025-04-09,Delivered
9612,5346,2023-07-02,Delivered
9613,2985,2022-12-03,Delivered
9614,948,2024-11-10,Delivered
9615,2682,2022-02-21,Delivered
9616,6927,2022-01-27,Delivered
9617,342,2024-12-25,Delivered
9618,763,2022-07-04,Delivered
9619,3177,2024-01-12,Delivered
9620,1736,2025-01-01,Delivered
9621,8587,2022-01-16,Delivered
9622,9606,2025-03-18,Delivered
9623,3133,2023-01-07,Delivered
9624,5264,2022-09-17,Delivered
9625,1439,2023-01-28,Delivered
9626,8941,2025-03-12,Delivered
9627,8459,2021-11-08,Delivered
9628,4978,2024-06-16,Delivered
9629,7761,2021-12-03,Delivered
9630,6720,2022-06-10,Delivered
9631,3675,2025-03-16,Delivered
9632,3760,2024-10-12,Delivered
9633,6619,2023-12-15,Delivered
9634,33,2022-04-15,Delivered
9635,5638,2022-04-24,Delivered
9636,3867,2022-10-02,Returned
9637,4781,2023-05-12,Delivered
9638,9344,2024-11-18,Delivered
9639,819,2025-05-13,Delivered
9640,5433,2023-06-08,Delivered
9641,8287,2021-09-25,Delivered
9642,8663,2022-03-25,Delivered
9643,8765,2022-01-16,Delivered
9644,3209,2023-01-08,Delivered
9645,1579,2022-07-13,Delivered
9646,4919,2025-01-29,Delivered
9647,8143,2022-10-25,Cancelled
9648,5377,2024-06-03,Delivered
9649,7417,2022-04-13,Delivered
9650,8752,2023-04-17,Delivered
9651,1652,2022-08-13,Delivered
9652,9460,2023-11-22,Delivered
9653,9261,2024-07-29,Delivered
9654,9232,2022-01-03,Delivered
9655,1664,2023-08-07,Delivered
9656,6356,2023-01-12,Returned
9657,2106,2023-05-13,Returned
9658,4070,2023-01-24,Delivered
9659,8085,2025-05-26,Cancelled
9660,7639,2023-09-23,Delivered
9661,7889,2021-09-20,Delivered
9662,8605,2022-06-26,Delivered
9663,679,2023-07-12,Delivered
9664,8590,2022-03-17,Delivered
9665,6525,2023-01-18,Delivered
9666,2887,2022-08-30,Cancelled
9667,6922,2023-06-14,Delivered
9668,298,2021-11-05,Delivered
9669,3218,2022-07-20,Returned
9670,8894,2024-07-21,Delivered
9671,9001,2022-08-15,Delivered
9672,6060,2022-06-11,Delivered
9673,7571,2024-04-04,Cancelled
9674,3302,2023-05-09,Delivered
9675,2869,2023-01-19,Delivered
9676,4816,2025-03-27,Returned
9677,7043,2021-12-13,Returned
9678,829,2022-05-20,Delivered
9679,7525,2025-04-20,Cancelled
9680,313,2021-10-25,Delivered
9681,5280,2025-04-27,Delivered
9682,1501,2023-04-21,Delivered
9683,514,2024-06-28,Delivered
9684,7145,2021-08-06,Delivered
9685,3941,2022-03-13,Cancelled
9686,8381,2023-12-28,Delivered
9687,6541,2021-12-26,Delivered
9688,9687,2024-01-13,Delivered
9689,8253,2022-12-10,Delivered
9690,4096,2024-07-27,Delivered
9691,291,2023-08-23,Delivered
9692,8679,2022-12-04,Delivered
9693,3699,2024-01-03,Delivered
9694,5027,2025-06-15,Delivered
9695,8333,2022-08-25,Delivered
9696,8799,2022-01-03,Delivered
9697,5938,2022-07-05,Delivered
9698,4210,2025-03-03,Returned
9699,6611,2024-12-22,Delivered
9700,7915,2023-09-02,Delivered
9701,2314,2025-05-14,Delivered
9702,9051,2024-07-18,Delivered
9703,7993,2024-04-19,Delivered
9704,8247,2022-08-20,Delivered
9705,1435,2022-03-26,Delivered
9706,1914,2022-09-30,Delivered
9707,8037,2024-12-06,Delivered
9708,2455,2023-09-26,Delivered
9709,5752,2022-10-06,Cancelled
9710,7682,2024-11-30,Delivered
9711,5165,2023-02-03,Delivered
9712,2376,2024-06-26,Delivered
9713,3253,2022-05-16,Delivered
9714,6444,2024-07-12,Cancelled
9715,5913,2023-07-22,Delivered
9716,6594,2024-08-01,Delivered
9717,3312,2025-04-09,Delivered
9718,6403,2022-04-25,Delivered
9719,3976,2022-06-01,Delivered
9720,7621,2022-09-10,Delivered
9721,6312,2022-07-15,Delivered
9722,9007,2022-03-24,Delivered
9723,4619,2023-08-20,Returned
9724,1731,2024-04-27,Cancelled
9725,6843,2023-03-10,Delivered
9726,6383,2025-01-18,Delivered
9727,6370,2024-02-09,Delivered
9728,5979,2024-08-11,Delivered
9729,4973,2025-05-20,Delivered
9730,588,2023-07-22,Delivered
9731,2666,2021-08-06,Delivered
9732,8834,2025-02-16,Delivered
9733,7094,2025-03-24,Delivered
9734,9906,2023-03-26,Delivered
9735,1951,2024-06-08,Cancelled
9736,585,2021-10-23,Delivered
9737,6469,2024-01-02,Delivered
9738,5376,2024-04-11,Delivered
9739,566,2023-02-05,Delivered
9740,120,2025-04-09,Cancelled
9741,9904,2024-02-04,Delivered
9742,7488,2023-07-16,Cancelled
9743,4885,2024-04-07,Delivered
9744,4147,2021-12-12,Delivered
9745,7981,2024-10-23,Delivered
9746,7746,2024-10-30,Delivered
9747,1584,2024-06-17,Delivered
9748,5516,2025-01-11,Cancelled
9749,9819,2021-08-18,Delivered
9750,9753,2024-06-11,Cancelled
9751,8856,2022-04-21,Cancelled
9752,7386,2023-01-31,Cancelled
9753,2103,2022-06-23,Delivered
9754,9437,2021-09-04,Delivered
9755,351,2022-01-09,Delivered
9756,9651,2023-07-19,Delivered
9757,969,2022-07-23,Delivered
9758,9840,2024-01-17,Cancelled
9759,7601,2022-11-16,Delivered
9760,3536,2022-08-25,Delivered
9761,8351,2024-08-01,Delivered
9762,2507,2022-01-31,Delivered
9763,9263,2025-01-29,Delivered
9764,3602,2021-11-09,Cancelled
9765,8249,2024-05-31,Returned
9766,3375,2024-07-11,Delivered
9767,4807,2024-03-13,Delivered
9768,1636,2021-09-12,Delivered
9769,1007,2023-08-07,Returned
9770,6782,2023-10-01,Delivered
9771,6372,2022-08-29,Delivered
9772,1247,2025-01-15,Delivered
9773,6264,2022-11-28,Delivered
9774,8800,2021-07-21,Delivered
9775,1334,2023-01-15,Delivered
9776,685,2024-09-19,Delivered
9777,5005,2022-02-16,Delivered
9778,3730,2025-04-29,Delivered
9779,5747,2022-10-16,Delivered
9780,4101,2024-04-26,Delivered
9781,6003,2022-04-12,Delivered
9782,8578,2023-08-17,Cancelled
9783,419,2024-01-27,Delivered
9784,8654,2024-12-08,Delivered
9785,8225,2024-05-18,Delivered
